chapter,KJV,BBE
Genesis24,"And Abraham was old, and well stricken in age: and the Lord had blessed Abraham in all things. And Abraham said unto his eldest servant of his house, that ruled over all that he had, Put, I pray thee, thy hand under my thigh: And I will make thee swear by the Lord, the God of heaven, and the God of the earth, that thou shalt not take a wife unto my son of the daughters of the Canaanites, among whom I dwell: But thou shalt go unto my country, and to my kindred, and take a wife unto my son Isaac.","Now Abraham was old and far on in years: and the Lord had given him everything in full measure. And Abraham said to his chief servant, the manager of all his property, Come now, put your hand under my leg: And take an oath by the Lord, the God of heaven and the God of the earth, that you will not get a wife for my son Isaac from the daughters of the Canaanites among whom I am living; But that you will go into my country and to my relations and get a wife there for my son Isaac."
Daniel5,"Belshazzar the king made a great feast to a thousand of his lords, and drank wine before the thousand. Belshazzar, whiles he tasted the wine, commanded to bring the golden and silver vessels which his father Nebuchadnezzar had taken out of the temple which was in Jerusalem; that the king, and his princes, his wives, and his concubines, might drink therein.","Belshazzar the king made a great feast for a thousand of his lords, drinking wine before the thousand. Belshazzar, while he was overcome with wine, gave orders for them to put before him the gold and silver vessels which Nebuchadnezzar, his father, had taken from the Temple in Jerusalem; so that the king and his lords, his wives and his other women, might take their drink from them."
Joshua14,"And these are the countries which the children of Israel inherited in the land of Canaan, which Eleazar the priest, and Joshua the son of Nun, and the heads of the fathers of the tribes of the children of Israel, distributed for inheritance to them. By lot was their inheritance, as the Lord commanded by the hand of Moses, for the nine tribes, and for the half tribe.","And these are the heritages which the children of Israel took in the land of Canaan, which Eleazar, the priest, and Joshua, the son of Nun, and the heads of the tribes of the children of Israel, gave out to them; Their heritage by the Lord's decision, as he gave orders by Moses, for the nine tribes and the half-tribe. For Moses had given their heritage to the two tribes and the half-tribe on the other side of Jordan, but to the Levites he gave no heritage among them."
Acts3,"Now Peter and John went up together into the temple at the hour of prayer, being the ninth hour. And a certain man lame from his mother's womb was carried, whom they laid daily at the gate of the temple which is called Beautiful, to ask alms of them that entered into the temple; Who seeing Peter and John about to go into the temple asked an alms.","Now Peter and John were going up to the Temple at the ninth hour, the hour of prayer; And a certain man who from birth had had no power in his legs, was taken there every day, and put down at the door of the Temple which is named Beautiful, requesting money from those who went into the Temple; He then, seeing Peter and John going into the Temple, made a request to them. And Peter, looking at him, with John, said, Keep your eyes on us."
1Chronicles17,"Now it came to pass, as David sat in his house, that David said to Nathan the prophet, Lo, I dwell in an house of cedars, but the ark of the covenant of the Lord remaineth under curtains. Then Nathan said unto David, Do all that is in thine heart; for God is with thee.","Now when David was living in his house, he said to Nathan the prophet, See, I am living in a house of cedar-wood, but the ark of the Lord's agreement is under the curtains of a tent. And Nathan said to David, Do whatever is in your heart, for God is with you."
Deuteronomy29,"These are the words of the covenant, which the Lord commanded Moses to make with the children of Israel in the land of Moab, beside the covenant which he made with them in Horeb. And Moses called unto all Israel, and said unto them, Ye have seen all that the Lord did before your eyes in the land of Egypt unto Pharaoh, and unto all his servants, and unto all his land; The great temptations which thine eyes have seen, the signs, and those great miracles: Yet the Lord hath not given you an heart to perceive, and eyes to see, and ears to hear, unto this day.","These are the words of the agreement which Moses was ordered by the Lord to make with the children of Israel in the land of Moab, in addition to the agreement which he made with them in Horeb. And Moses said in the hearing of all Israel, You have seen all the Lord did before your eyes in the land of Egypt to Pharaoh and to all his servants and all his land; The great tests which your eyes saw, and the signs and wonders: But even to this day the Lord has not given you a mind open to knowledge, or seeing eyes or hearing ears."
2Thessalonians3,"Finally, brethren, pray for us, that the word of the Lord may have free course, and be glorified, even as it is with you: And that we may be delivered from unreasonable and wicked men: for all men have not faith. But the Lord is faithful, who shall stablish you, and keep you from evil.","For the rest, my brothers, let there be prayer for us that the word of the Lord may go forward with increasing glory, even as it does with you; And that we may be made free from foolish and evil men; for not all have faith. But the Lord is true, who will give you strength and keep you safe from evil."
1Kings1,"Now king David was old and stricken in years; and they covered him with clothes, but he gat no heat. Wherefore his servants said unto him, Let there be sought for my lord the king a young virgin: and let her stand before the king, and let her cherish him, and let her lie in thy bosom, that my lord the king may get heat.","Now King David was old and far on in years; and though they put covers over him, his body was cold. So his servants said to him, Let search be made for a young virgin for my lord the king, to take care of him and be waiting on him; and you may take her in your arms, and so my lord the king will be warm."
Exodus13,"And the Lord spake unto Moses, saying, Sanctify unto me all the firstborn, whatsoever openeth the womb among the children of Israel, both of man and of beast: it is mine. And Moses said unto the people, Remember this day, in which ye came out from Egypt, out of the house of bondage; for by strength of hand the Lord brought you out from this place: there shall no leavened bread be eaten.","And the Lord said to Moses, Let the first male child of every mother among the children of Israel be kept holy for me, even the first male birth among man or beast; for it is mine. And Moses said to the people, Let this day, on which you came out of Egypt, out of your prison-house, be kept for ever in memory; for by the strength of his hand the Lord has taken you out from this place; let no leavened bread be used."
Zechariah12,"The burden of the word of the Lord for Israel, saith the Lord, which stretcheth forth the heavens, and layeth the foundation of the earth, and formeth the spirit of man within him. Behold, I will make Jerusalem a cup of trembling unto all the people round about, when they shall be in the siege both against Judah and against Jerusalem.","The word of the Lord about Israel. The Lord by whom the heavens are stretched out and the bases of the earth put in place, and the spirit of man formed inside him, has said: See, I will make Jerusalem a cup of shaking fear to all the peoples round about, when Jerusalem is shut in."
Zechariah11,"Open thy doors, O Lebanon, that the fire may devour thy cedars. Howl, fir tree; for the cedar is fallen; because the mighty are spoiled: howl, O ye oaks of Bashan; for the forest of the vintage is come down.","Let your doors be open, O Lebanon, so that fire may be burning among your cedars. Give a cry of grief, O fir-tree, for the fall of the cedar, because the great ones have been made low: give cries of grief, O you oaks of Bashan, for the strong trees of the wood have come down."
Leviticus3,"And if his oblation be a sacrifice of peace offering, if he offer it of the herd; whether it be a male or female, he shall offer it without blemish before the Lord. And he shall lay his hand upon the head of his offering, and kill it at the door of the tabernacle of the congregation: and Aaron's sons the priests shall sprinkle the blood upon the altar round about.","And if his offering is given for a peace-offering; if he gives of the herd, male or female, let him give it without any mark on it, before the Lord. And he is to put his hand on the head of his offering and put it to death at the door of the Tent of meeting; and Aaron's sons, the priests, are to put some of the blood on and round the altar."
1Samuel24,"And it came to pass, when Saul was returned from following the Philistines, that it was told him, saying, Behold, David is in the wilderness of Engedi. Then Saul took three thousand chosen men out of all Israel, and went to seek David and his men upon the rocks of the wild goats.","Now when Saul came back from fighting the Philistines, news was given him that David was in the waste land of En-gedi. Then Saul took three thousand of the best men out of all Israel, and went in search of David and his men on the rocks of the mountain goats."
Nehemiah1,"The words of Nehemiah the son of Hachaliah. And it came to pass in the month Chisleu, in the twentieth year, as I was in Shushan the palace, That Hanani, one of my brethren, came, he and certain men of Judah; and I asked them concerning the Jews that had escaped, which were left of the captivity, and concerning Jerusalem.","The history of Nehemiah, the son of Hacaliah. Now it came about, in the month Chislev, in the twentieth year, when I was in Shushan, the king's town, That Hanani, one of my brothers, came with certain men from Judah; and in answer to my request for news of the Jews who had been prisoners and had got away, and of Jerusalem, They said to me, The small band of Jews now living there in the land are in great trouble and shame: the wall of Jerusalem has been broken down, and its doorways burned with fire."
2Samuel5,"Then came all the tribes of Israel to David unto Hebron, and spake, saying, Behold, we are thy bone and thy flesh. Also in time past, when Saul was king over us, thou wast he that leddest out and broughtest in Israel: and the Lord said to thee, Thou shalt feed my people Israel, and thou shalt be a captain over Israel.","Then all the tribes of Israel came to David in Hebron and said, Truly, we are your bone and your flesh. In the past when Saul was king over us, it was you who went at the head of Israel when they went out or came in: and the Lord said to you, You are to be the keeper of my people Israel and their ruler."
Lamentations5,"Remember, O Lord, what is come upon us: consider, and behold our reproach. Our inheritance is turned to strangers, our houses to aliens.","Keep in mind, O Lord, what has come to us: take note and see our shame. Our heritage is given up to men of strange lands, our houses to those who are not our countrymen."
Zechariah8,"Again the word of the Lord of hosts came to me, saying, Thus saith the Lord of hosts; I was jealous for Zion with great jealousy, and I was jealous for her with great fury. Thus saith the Lord; I am returned unto Zion, and will dwell in the midst of Jerusalem: and Jerusalem shall be called a city of truth; and the mountain of the Lord of hosts the holy mountain.","And the word of the Lord of armies came to me, saying, These are the words of the Lord of armies: I am angry about the fate of Zion, I am angry about her with great wrath. This is what the Lord has said: I have come back to Zion, and will make my living-place in Jerusalem: and Jerusalem will be named The town of good faith; and the mountain of the Lord of armies The holy mountain."
Job42,"Then Job answered the Lord, and said, I know that thou canst do every thing, and that no thought can be withholden from thee. Who is he that hideth counsel without knowledge?","And Job said in answer to the Lord, I see that you are able to do every thing, and to give effect to all your designs. Who is this who makes dark the purpose of God by words without knowledge?"
1Samuel2,"And Hannah prayed, and said, My heart rejoiceth in the Lord, mine horn is exalted in the Lord: my mouth is enlarged over mine enemies; because I rejoice in thy salvation. There is none holy as the Lord: for there is none beside thee: neither is there any rock like our God.","And Hannah, in prayer before the Lord, said, My heart is glad in the Lord, my horn is lifted up in the Lord: my mouth is open wide over my haters; because my joy is in your salvation. No other is holy as the Lord, for there is no other God but you: there is no Rock like our God."
Revelation7,"And after these things I saw four angels standing on the four corners of the earth, holding the four winds of the earth, that the wind should not blow on the earth, nor on the sea, nor on any tree. And I saw another angel ascending from the east, having the seal of the living God: and he cried with a loud voice to the four angels, to whom it was given to hurt the earth and the sea, Saying, Hurt not the earth, neither the sea, nor the trees, till we have sealed the servants of our God in their foreheads.","After this I saw four angels in their places at the four points of the earth, keeping back the four winds in their hands, so that there might be no moving of the wind on the earth, or on the sea, or on any tree. And I saw another angel coming up from the east, having the mark of the living God: and he said with a great voice to the four angels, to whom it was given to do damage to the earth and the sea, Do no damage to the earth, or the sea, or the trees, till we have put a mark on the servants of our God."
Job18,"Then answered Bildad the Shuhite, and said, How long will it be ere ye make an end of words? mark, and afterwards we will speak.","Then Bildad the Shuhite made answer and said, How long will it be before you have done talking? Get wisdom, and then we will say what is in our minds."
2Chronicles30,"And Hezekiah sent to all Israel and Judah, and wrote letters also to Ephraim and Manasseh, that they should come to the house of the Lord at Jerusalem, to keep the passover unto the Lord God of Israel. For the king had taken counsel, and his princes, and all the congregation in Jerusalem, to keep the passover in the second month.","Then Hezekiah sent word to all Israel and Judah, and sent letters to Ephraim and Manasseh, requesting them to come to the house of the Lord at Jerusalem, to keep the Passover to the Lord, the God of Israel. For the king, after discussion with his chiefs and all the body of the people in Jerusalem, had made a decision to keep the Passover in the second month."
Jeremiah44,"The word that came to Jeremiah concerning all the Jews which dwell in the land of Egypt, which dwell at Migdol, and at Tahpanhes, and at Noph, and in the country of Pathros, saying, Thus saith the Lord of hosts, the God of Israel; Ye have seen all the evil that I have brought upon Jerusalem, and upon all the cities of Judah; and, behold, this day they are a desolation, and no man dwelleth therein, Because of their wickedness which they have committed to provoke me to anger, in that they went to burn incense, and to serve other gods, whom they knew not, neither they, ye, nor your fathers. Howbeit I sent unto you all my servants the prophets, rising early and sending them, saying, Oh, do not this abominable thing that I hate.","The word which came to Jeremiah about all the Jews who were living in the land of Egypt, in Migdol and at Tahpanhes and at Noph and in the country of Pathros, saying, The Lord of armies, the God of Israel, has said: You have seen all the evil which I have sent on Jerusalem and on all the towns of Judah; and now, this day they are waste and unpeopled; Because of the evil which they have done, moving me to wrath by burning perfumes in worship to other gods, who were not their gods or yours or the gods of their fathers. And I sent all my servants the prophets to you, getting up early and sending them, saying, Do not do this disgusting thing which is hated by me."
Ruth3,"Then Naomi her mother in law said unto her, My daughter, shall I not seek rest for thee, that it may be well with thee? And now is not Boaz of our kindred, with whose maidens thou wast?","And Naomi, her mother-in-law, said to her, My daughter, am I not to get you a resting-place where you may be in comfort? And now, is there not Boaz, our relation, with whose young women you were?"
2Chronicles10,"And Rehoboam went to Shechem: for to Shechem were all Israel come to make him king. And it came to pass, when Jeroboam the son of Nebat, who was in Egypt, whither he fled from the presence of Solomon the king, heard it, that Jeroboam returned out of Egypt.","And Rehoboam went to Shechem, where all Israel had come together to make him king. And when Jeroboam, the son of Nebat, had news of it, (for he was in Egypt where he had gone in flight from King Solomon,) he came back from Egypt."
Revelation12,"And there appeared a great wonder in heaven; a woman clothed with the sun, and the moon under her feet, and upon her head a crown of twelve stars: And she being with child cried, travailing in birth, and pained to be delivered. And there appeared another wonder in heaven; and behold a great red dragon, having seven heads and ten horns, and seven crowns upon his heads.","And a great sign was seen in heaven: a A woman clothed with the sun, and with the moon under her feet, and on her head a crown of twelve stars. And she was with child; and she gave a cry, in the pains of childbirth."
Deuteronomy26,"And it shall be, when thou art come in unto the land which the Lord thy God giveth thee for an inheritance, and possessest it, and dwellest therein; That thou shalt take of the first of all the fruit of the earth, which thou shalt bring of thy land that the Lord thy God giveth thee, and shalt put it in a basket, and shalt go unto the place which the Lord thy God shall choose to place his name there. And thou shalt go unto the priest that shall be in those days, and say unto him, I profess this day unto the Lord thy God, that I am come unto the country which the Lord sware unto our fathers for to give us.","Now when you have come into the land which the Lord is giving you for your heritage, and you have made it yours and are living in it; You are to take a part of the first-fruits of the earth, which you get from the land which the Lord your God is giving you, and put it in a basket, and go to the place marked out by the Lord your God, as the resting-place of his name. And you are to come to him who is priest at that time, and say to him, I give witness today before the Lord your God, that I have come into the land which the Lord made an oath to our fathers to give us."
Acts21,"And it came to pass, that after we were gotten from them, and had launched, we came with a straight course unto Coos, and the day following unto Rhodes, and from thence unto Patara: And finding a ship sailing over unto Phenicia, we went aboard, and set forth. Now when we had discovered Cyprus, we left it on the left hand, and sailed into Syria, and landed at Tyre: for there the ship was to unlade her burden.","And after parting from them, we put out to sea and came straight to Cos, and the day after to Rhodes, and from there to Patara: And as there was a ship going to Phoenicia, we went in it. And when we had come in view of Cyprus, going past it on our left, we went on to Syria, and came to land at Tyre: for there the goods which were in the ship had to be taken out."
Hosea3,"Then said the Lord unto me, Go yet, love a woman beloved of her friend, yet an adulteress, according to the love of the Lord toward the children of Israel, who look to other gods, and love flagons of wine. So I bought her to me for fifteen pieces of silver, and for an homer of barley, and an half homer of barley: And I said unto her, Thou shalt abide for me many days; thou shalt not play the harlot, and thou shalt not be for another man: so will I also be for thee.","And the Lord said to me, Give your love again to a woman who has a lover and is false to her husband, even as the Lord has love for the children of Israel, though they are turned to other gods and are lovers of grape-cakes. So I got her for myself for fifteen shekels of silver and a homer and a half of barley; And I said to her, You are to be mine for a long space of time; you are not to be false to me, and no other man is to have you for his wife; and so will I be to you."
Genesis18,"And the Lord appeared unto him in the plains of Mamre: and he sat in the tent door in the heat of the day; And he lift up his eyes and looked, and, lo, three men stood by him: and when he saw them, he ran to meet them from the tent door, and bowed himself toward the ground, And said, My Lord, if now I have found favour in thy sight, pass not away, I pray thee, from thy servant: Let a little water, I pray you, be fetched, and wash your feet, and rest yourselves under the tree: And I will fetch a morsel of bread, and comfort ye your hearts; after that ye shall pass on: for therefore are ye come to your servant. And they said, So do, as thou hast said.","Now the Lord came to him by the holy tree of Mamre, when he was seated in the doorway of his tent in the middle of the day; And lifting up his eyes, he saw three men before him; and seeing them, he went quickly to them from the door of the tent, and went down on his face to the earth; And said, My Lord, if now I have grace in your eyes, do not go away from your servant: Let me get water for washing your feet, and take your rest under the tree: And let me get a bit of bread to keep up your strength, and after that you may go on your way: for this is why you have come to your servant. And they said, Let it be so."
Exodus40,"And the Lord spake unto Moses, saying, On the first day of the first month shalt thou set up the tabernacle of the tent of the congregation. And thou shalt put therein the ark of the testimony, and cover the ark with the vail.","And the Lord said to Moses, On the first day of the first month you are to put up the House of the Tent of meeting. And inside it put the ark of the law, hanging the veil before it."
Ecclesiastes1,"The words of the Preacher, the son of David, king in Jerusalem. Vanity of vanities, saith the Preacher, vanity of vanities; all is vanity.","The words of the Preacher, the son of David, king in Jerusalem. All is to no purpose, said the Preacher, all the ways of man are to no purpose."
Isaiah11,"And there shall come forth a rod out of the stem of Jesse, and a Branch shall grow out of his roots: And the spirit of the Lord shall rest upon him, the spirit of wisdom and understanding, the spirit of counsel and might, the spirit of knowledge and of the fear of the Lord; And shall make him of quick understanding in the fear of the Lord: and he shall not judge after the sight of his eyes, neither reprove after the hearing of his ears: But with righteousness shall he judge the poor, and reprove with equity for the meek of the earth: and he shall smite the earth: with the rod of his mouth, and with the breath of his lips shall he slay the wicked. And righteousness shall be the girdle of his loins, and faithfulness the girdle of his reins.","And there will come a rod out of the broken tree of Jesse, and a branch out of his roots will give fruit. And the spirit of the Lord will be resting on him, the spirit of wisdom and good sense, the spirit of wise guiding and strength, the spirit of knowledge and of the fear of the Lord; And he will not be guided in his judging by what he sees, or give decisions by the hearing of his ears: But he will do right in the cause of the poor, and give wise decisions for those in the land who are in need; and the rod of his mouth will come down on the cruel, and with the breath of his lips he will put an end to the evil-doer."
Romans2,"Therefore thou art inexcusable, O man, whosoever thou art that judgest: for wherein thou judgest another, thou condemnest thyself; for thou that judgest doest the same things. But we are sure that the judgment of God is according to truth against them which commit such things.","So you have no reason, whoever you are, for judging: for in judging another you are judging yourself, for you do the same things. And we are conscious that God is a true judge against those who do such things."
Ezekiel14,"Then came certain of the elders of Israel unto me, and sat before me. And the word of the Lord came unto me, saying, Son of man, these men have set up their idols in their heart, and put the stumblingblock of their iniquity before their face: should I be enquired of at all by them?","Then certain of the responsible men of Israel came to me and took their seats before me. And the word of the Lord came to me, saying, Son of man, these men have taken their false gods into their hearts and put before their faces the sin which is the cause of their fall: am I to give ear when they come to me for directions?"
Isaiah27,"In that day the Lord with his sore and great and strong sword shall punish leviathan the piercing serpent, even leviathan that crooked serpent; and he shall slay the dragon that is in the sea. In that day sing ye unto her, A vineyard of red wine.","In that day the Lord, with his great and strong and cruel sword, will send punishment on Leviathan, the quick-moving snake, and on Leviathan, the twisted snake; and he will put to death the dragon which is in the sea. In that day it will be said, A vine-garden of delight, make a song about it."
Isaiah2,"The word that Isaiah the son of Amoz saw concerning Judah and Jerusalem. And it shall come to pass in the last days, that the mountain of the Lord's house shall be established in the top of the mountains, and shall be exalted above the hills; and all nations shall flow unto it.","The word which Isaiah, the son of Amoz, saw about Judah and Jerusalem. And it will come about in the last days, that the mountain of the Lord will be placed on the top of the mountains, and be lifted up over the hills; and all nations will come to it."
Ezekiel3,"Moreover he said unto me, Son of man, eat that thou findest; eat this roll, and go speak unto the house of Israel. So I opened my mouth, and he caused me to eat that roll.","And he said to me, Son of man, take this roll for your food, and go and say my words to the children of Israel. And, on my opening my mouth, he made me take the roll as food."
1Samuel4,"And the word of Samuel came to all Israel. Now Israel went out against the Philistines to battle, and pitched beside Ebenezer: and the Philistines pitched in Aphek.","Now at that time the Philistines came together to make war against Israel, and the men of Israel went out to war against the Philistines and took up their position at the side of Eben-ezer: and the Philistines put their forces in position in Aphek. And the Philistines put their forces in order against Israel, and the fighting was hard, and Israel was overcome by the Philistines, who put to the sword about four thousand of their army in the field."
1Corinthians14,"Follow after charity, and desire spiritual gifts, but rather that ye may prophesy. For he that speaketh in an unknown tongue speaketh not unto men, but unto God: for no man understandeth him; howbeit in the spirit he speaketh mysteries.","Go after love; still desiring to have the things which the Spirit gives, but most of all that you may have the prophet's power. For he who makes use of tongues is not talking to men but to God; because no one has the sense of what he is saying; but in the Spirit he is talking of secret things."
Leviticus7,Likewise this is the law of the trespass offering: it is most holy. In the place where they kill the burnt offering shall they kill the trespass offering: and the blood thereof shall he sprinkle round about upon the altar.,And this is the law of the offering for wrongdoing: it is most holy. They are to put to death the offering for wrongdoing in the same place as the burned offering; and the priest is to put the blood on and round the altar.
1John5,"Whosoever believeth that Jesus is the Christ is born of God: and every one that loveth him that begat loveth him also that is begotten of him. By this we know that we love the children of God, when we love God, and keep his commandments.","Everyone who has faith that Jesus is the Christ is a child of God: and everyone who has love for the Father has love for his child. In this way, we are certain that we have love for the children of God, when we have love for God and keep his laws."
SongofSolomon8,"O that thou wert as my brother, that sucked the breasts of my mother! when I should find thee without, I would kiss thee; yea, I should not be despised.","Oh that you were my brother, who took milk from my mother's breasts! When I came to you in the street, I would give you kisses; yes, I would not be looked down on."
SongofSolomon7,"How beautiful are thy feet with shoes, O prince's daughter! the joints of thy thighs are like jewels, the work of the hands of a cunning workman.","How beautiful are your feet in their shoes, O king's daughter! The curves of your legs are like jewels, the work of the hands of a good workman: Your stomach is a store of grain with lilies round it, and in the middle a round cup full of wine."
Jeremiah10,"Hear ye the word which the Lord speaketh unto you, O house of Israel: Thus saith the Lord, Learn not the way of the heathen, and be not dismayed at the signs of heaven; for the heathen are dismayed at them. For the customs of the people are vain: for one cutteth a tree out of the forest, the work of the hands of the workman, with the axe.","Give ear to the word which the Lord says to you, O people of Israel: This is what the Lord has said: Do not go in the way of the nations; have no fear of the signs of heaven, for the nations go in fear of them. For that which is feared by the people is foolish: it is the work of the hands of the workman; for a tree is cut down by him out of the woods with his axe."
Genesis17,"And when Abram was ninety years old and nine, the Lord appeared to Abram, and said unto him, I am the Almighty God; walk before me, and be thou perfect. And I will make my covenant between me and thee, and will multiply thee exceedingly.","When Abram was ninety-nine years old, the Lord came to him, and said, I am God, Ruler of all; go in my ways and be upright in all things, And I will make an agreement between you and me, and your offspring will be greatly increased. And Abram went down on his face on the earth, and the Lord God went on talking with him, and said, As for me, my agreement is made with you, and you will be the father of nations without end."
Isaiah32,"Behold, a king shall reign in righteousness, and princes shall rule in judgment. And a man shall be as an hiding place from the wind, and a covert from the tempest; as rivers of water in a dry place, as the shadow of a great rock in a weary land.","See, a king will be ruling in righteousness, and chiefs will give right decisions. And a man will be as a safe place from the wind, and a cover from the storm; as rivers of water in a dry place, as the shade of a great rock in a waste land."
Amos8,"Thus hath the Lord God shewed unto me: and behold a basket of summer fruit. And he said, Amos, what seest thou?","This is what the Lord God let me see: and I saw a basket of summer fruit. And he said, Amos, what do you see?"
Isaiah28,"Woe to the crown of pride, to the drunkards of Ephraim, whose glorious beauty is a fading flower, which are on the head of the fat valleys of them that are overcome with wine! Behold, the Lord hath a mighty and strong one, which as a tempest of hail and a destroying storm, as a flood of mighty waters overflowing, shall cast down to the earth with the hand.","Ho! crown of pride of those who are given up to wine in Ephraim, and the dead flower of his glory which is on the head of those who are overcome by strong drink!"
Deuteronomy20,"When thou goest out to battle against thine enemies, and seest horses, and chariots, and a people more than thou, be not afraid of them: for the Lord thy God is with thee, which brought thee up out of the land of Egypt. And it shall be, when ye are come nigh unto the battle, that the priest shall approach and speak unto the people, And shall say unto them, Hear, O Israel, ye approach this day unto battle against your enemies: let not your hearts faint, fear not, and do not tremble, neither be ye terrified because of them; For the Lord your God is he that goeth with you, to fight for you against your enemies, to save you.","When you go out to war against other nations, and come face to face with horses and war-carriages and armies greater in number than yourselves, have no fear of them: for the Lord your God is with you, who took you up out of the land of Egypt. And when you are on the point of attacking, let the priest come forward and say to the people, Give ear, O Israel: today you are going forward to the fight; let your heart be strong; do not let uncontrolled fear overcome you because of those who are against you; For the Lord your God goes with you, fighting for you to give you salvation from those who are against you."
Ezekiel24,"Again in the ninth year, in the tenth month, in the tenth day of the month, the word of the Lord came unto me, saying, Son of man, write thee the name of the day, even of this same day: the king of Babylon set himself against Jerusalem this same day. And utter a parable unto the rebellious house, and say unto them, Thus saith the Lord God; Set on a pot, set it on, and also pour water into it: Gather the pieces thereof into it, even every good piece, the thigh, and the shoulder; fill it with the choice bones.","And the word of the Lord came to me in the ninth year, in the tenth month, on the tenth day of the month, saying, Son of man, put down in writing this very day: The king of Babylon let loose the weight of his attack against Jerusalem on this very day. And make a comparison for this uncontrolled people, and say to them, This is what the Lord has said: Put on the cooking-pot, put it on the fire and put water in it: And get the bits together, the fat tail, every good part, the leg and the top part of it: make it full of the best bones."
Isaiah5,"Now will I sing to my wellbeloved a song of my beloved touching his vineyard. My wellbeloved hath a vineyard in a very fruitful hill: And he fenced it, and gathered out the stones thereof, and planted it with the choicest vine, and built a tower in the midst of it, and also made a winepress therein: and he looked that it should bring forth grapes, and it brought forth wild grapes.","Let me make a song about my loved one, a song of love for his vine-garden. My loved one had a vine-garden on a fertile hill: And after working the earth of it with a spade, he took away its stones, and put in it a very special vine; and he put up a watchtower in the middle of it, hollowing out in the rock a place for the grape-crushing; and he was hoping that it would give the best grapes, but it gave common grapes."
Matthew23,"Then spake Jesus to the multitude, and to his disciples, Saying The scribes and the Pharisees sit in Moses' seat: All therefore whatsoever they bid you observe, that observe and do; but do not ye after their works: for they say, and do not. For they bind heavy burdens and grievous to be borne, and lay them on men's shoulders; but they themselves will not move them with one of their fingers.","Then Jesus said to the people and to his disciples: The scribes and the Pharisees have the authority of Moses; All things, then, which they give you orders to do, these do and keep: but do not take their works as your example, for they say and do not. They make hard laws and put great weights on men's backs; but they themselves will not put a finger to them."
1Kings8,"Then Solomon assembled the elders of Israel, and all the heads of the tribes, the chief of the fathers of the children of Israel, unto king Solomon in Jerusalem, that they might bring up the ark of the covenant of the Lord out of the city of David, which is Zion. And all the men of Israel assembled themselves unto king Solomon at the feast in the month Ethanim, which is the seventh month.","Then Solomon sent for all the responsible men of Israel, and all the chiefs of the tribes, and the heads of families of the children of Israel, to come to him in Jerusalem to take the ark of the Lord's agreement up out of the town of David, which is Zion. And all the men of Israel came together to King Solomon at the feast, in the month Ethanim, the seventh month."
Genesis16,"Now Sarai Abram's wife bare him no children: and she had an handmaid, an Egyptian, whose name was Hagar. And Sarai said unto Abram, Behold now, the Lord hath restrained me from bearing: I pray thee, go in unto my maid; it may be that I may obtain children by her.","Now Sarai, Abram's wife, had given him no children; and she had a servant, a woman of Egypt whose name was Hagar. And Sarai said to Abram, See, the Lord has not let me have children; go in to my servant, for I may get a family through her."
Leviticus23,"And the Lord spake unto Moses, saying, Speak unto the children of Israel, and say unto them, Concerning the feasts of the Lord, which ye shall proclaim to be holy convocations, even these are my feasts. Six days shall work be done: but the seventh day is the sabbath of rest, an holy convocation; ye shall do no work therein: it is the sabbath of the Lord in all your dwellings.","And the Lord said to Moses, Say to the children of Israel, These are the fixed feasts of the Lord, which you will keep for holy meetings: these are my feasts. On six days work may be done; but the seventh day is a special day of rest, a time for worship; you may do no sort of work: it is a Sabbath to the Lord wherever you may be living."
Hosea7,"When I would have healed Israel, then the iniquity of Ephraim was discovered, and the wickedness of Samaria: for they commit falsehood; and the thief cometh in, and the troop of robbers spoileth without. And they consider not in their hearts that I remember all their wickedness: now their own doings have beset them about; they are before my face.","When my desire was for the fate of my people to be changed and to make Israel well, then the sin of Ephraim was made clear, and the evil-doing of Samaria; for their ways are false, and the thief comes into the house, while the band of outlaws takes property by force in the streets. And they do not say to themselves that I keep in mind all their sin; now their evil acts come round them on every side; they are before my face."
Jeremiah28,"And it came to pass the same year, in the beginning of the reign of Zedekiah king of Judah, in the fourth year, and in the fifth month, that Hananiah the son of Azur the prophet, which was of Gibeon, spake unto me in the house of the Lord, in the presence of the priests and of all the people, saying, Thus speaketh the Lord of hosts, the God of Israel, saying, I have broken the yoke of the king of Babylon. Within two full years will I bring again into this place all the vessels of the Lord's house, that Nebuchadnezzar king of Babylon took away from this place, and carried them to Babylon: And I will bring again to this place Jeconiah the son of Jehoiakim king of Judah, with all the captives of Judah, that went into Babylon, saith the Lord: for I will break the yoke of the king of Babylon.","And it came about in that year, when Zedekiah first became king of Judah, in the fourth year, in the fifth month, that Hananiah, the son of Azzur the prophet, who came from Gibeon, said to Jeremiah in the house of the Lord, before the priests and all the people, These are the words of the Lord of armies, the God of Israel: By me the yoke of the king of Babylon has been broken. In the space of two years I will send back into this place all the vessels of the Lord's house which Nebuchadnezzar, king of Babylon, took away from this place to Babylon: And I will let Jeconiah, the son of Jehoiakim, king of Judah, come back to this place, with all the prisoners of Judah who went to Babylon, says the Lord: for I will have the yoke of the king of Babylon broken."
Hebrews13,Let brotherly love continue. Be not forgetful to entertain strangers: for thereby some have entertained angels unawares.,"Go on loving your brothers in the faith. Take care to keep open house: because in this way some have had angels as their guests, without being conscious of it."
