chapter,KJV,BBE
Deuteronomy23,"He that is wounded in the stones, or hath his privy member cut off, shall not enter into the congregation of the Lord. A bastard shall not enter into the congregation of the Lord; even to his tenth generation shall he not enter into the congregation of the Lord.","No man whose private parts have been wounded or cut off may come into the meeting of the Lord's people. One whose father and mother are not married may not come into the meeting of the Lord's people, or any of his family to the tenth generation."
Deuteronomy24,"When a man hath taken a wife, and married her, and it come to pass that she find no favour in his eyes, because he hath found some uncleanness in her: then let him write her a bill of divorcement, and give it in her hand, and send her out of his house. And when she is departed out of his house, she may go and be another man's wife.","If a man takes a wife, and after they are married she is unpleasing to him because of some bad quality in her, let him give her a statement in writing and send her away from his house. And when she has gone away from him, she may become another man's wife."
Deuteronomy25,"If there be a controversy between men, and they come unto judgment, that the judges may judge them; then they shall justify the righteous, and condemn the wicked. And it shall be, if the wicked man be worthy to be beaten, that the judge shall cause him to lie down, and to be beaten before his face, according to his fault, by a certain number.","If there is an argument between men and they go to law with one another, let the judges give their decision for the upright, and against the wrongdoer. And if the wrongdoer is to undergo punishment by whipping, the judge will give orders for him to go down on his face and be whipped before him, the number of the blows being in relation to his crime."
Deuteronomy26,"And it shall be, when thou art come in unto the land which the Lord thy God giveth thee for an inheritance, and possessest it, and dwellest therein; That thou shalt take of the first of all the fruit of the earth, which thou shalt bring of thy land that the Lord thy God giveth thee, and shalt put it in a basket, and shalt go unto the place which the Lord thy God shall choose to place his name there. And thou shalt go unto the priest that shall be in those days, and say unto him, I profess this day unto the Lord thy God, that I am come unto the country which the Lord sware unto our fathers for to give us.","Now when you have come into the land which the Lord is giving you for your heritage, and you have made it yours and are living in it; You are to take a part of the first-fruits of the earth, which you get from the land which the Lord your God is giving you, and put it in a basket, and go to the place marked out by the Lord your God, as the resting-place of his name. And you are to come to him who is priest at that time, and say to him, I give witness today before the Lord your God, that I have come into the land which the Lord made an oath to our fathers to give us."
Deuteronomy27,"And Moses with the elders of Israel commanded the people, saying, Keep all the commandments which I command you this day. And it shall be on the day when ye shall pass over Jordan unto the land which the Lord thy God giveth thee, that thou shalt set thee up great stones, and plaister them with plaister: And thou shalt write upon them all the words of this law, when thou art passed over, that thou mayest go in unto the land which the Lord thy God giveth thee, a land that floweth with milk and honey; as the Lord God of thy fathers hath promised thee.","Then Moses and the responsible men of Israel gave the people these orders: Keep all the orders which I have given you this day; And on the day when you go over Jordan into the land which the Lord your God is giving you, put up great stones, coating them with building-paste, And writing on them all the words of this law, after you have gone over; so that you may take the heritage which the Lord your God is giving you, a land flowing with milk and honey, as the Lord, the God of your fathers, has said. And when you have gone over Jordan, you are to put up these stones, as I have said to you today, in Mount Ebal, and have them coated with building-paste."
Deuteronomy28,"And it shall come to pass, if thou shalt hearken diligently unto the voice of the Lord thy God, to observe and to do all his commandments which I command thee this day, that the Lord thy God will set thee on high above all nations of the earth: And all these blessings shall come on thee, and overtake thee, if thou shalt hearken unto the voice of the Lord thy God. Blessed shalt thou be in the city, and blessed shalt thou be in the field.","Now if you give ear to the voice of the Lord your God, and keep with care all these orders which I have given you today, then the Lord your God will put you high over all the nations of the earth: And all these blessings will come on you and overtake you, if your ears are open to the voice of the Lord your God. A blessing will be on you in the town, and a blessing in the field."
Deuteronomy29,"These are the words of the covenant, which the Lord commanded Moses to make with the children of Israel in the land of Moab, beside the covenant which he made with them in Horeb. And Moses called unto all Israel, and said unto them, Ye have seen all that the Lord did before your eyes in the land of Egypt unto Pharaoh, and unto all his servants, and unto all his land; The great temptations which thine eyes have seen, the signs, and those great miracles: Yet the Lord hath not given you an heart to perceive, and eyes to see, and ears to hear, unto this day.","These are the words of the agreement which Moses was ordered by the Lord to make with the children of Israel in the land of Moab, in addition to the agreement which he made with them in Horeb. And Moses said in the hearing of all Israel, You have seen all the Lord did before your eyes in the land of Egypt to Pharaoh and to all his servants and all his land; The great tests which your eyes saw, and the signs and wonders: But even to this day the Lord has not given you a mind open to knowledge, or seeing eyes or hearing ears."
Deuteronomy3,"Then we turned, and went up the way to Bashan: and Og the king of Bashan came out against us, he and all his people, to battle at Edrei. And the Lord said unto me, Fear him not: for I will deliver him, and all his people, and his land, into thy hand; and thou shalt do unto him as thou didst unto Sihon king of the Amorites, which dwelt at Heshbon.","Then turning we took the road to Bashan: and Og, king of Bashan, came out against us with all his people, and made an attack on us at Edrei. And the Lord said to me, Have no fear of him: for I have given him and all his people and his land into your hands; do to him as you did to Sihon, king of the Amorites, who was ruling in Heshbon."
Deuteronomy30,"And it shall come to pass, when all these things are come upon thee, the blessing and the curse, which I have set before thee, and thou shalt call them to mind among all the nations, whither the Lord thy God hath driven thee, And shalt return unto the Lord thy God, and shalt obey his voice according to all that I command thee this day, thou and thy children, with all thine heart, and with all thy soul; That then the Lord thy God will turn thy captivity, and have compassion upon thee, and will return and gather thee from all the nations, whither the Lord thy God hath scattered thee. If any of thine be driven out unto the outmost parts of heaven, from thence will the Lord thy God gather thee, and from thence will he fetch thee: And the Lord thy God will bring thee into the land which thy fathers possessed, and thou shalt possess it; and he will do thee good, and multiply thee above thy fathers.","Now when all these things have come on you, the blessing and the curse which I have put before you, if the thought of them comes back to your minds, when you are living among the nations where the Lord your God has sent you, And your hearts are turned again to the Lord your God, and you give ear to his word which I give you today, you and your children, with all your heart and with all your soul: Then the Lord will have pity on you, changing your fate, and taking you back again from among all the nations where you have been forced to go. Even if those who have been forced out are living in the farthest part of heaven, the Lord your God will go in search of you, and take you back; Placing you again in the land of your fathers as your heritage; and he will do you good, increasing you till you are more in number than your fathers were."
Deuteronomy31,"And Moses went and spake these words unto all Israel. And he said unto them, I am an hundred and twenty years old this day; I can no more go out and come in: also the Lord hath said unto me, Thou shalt not go over this Jordan.","So Moses said all these things to Israel. Then he said to them, I am now a hundred and twenty years old; I am no longer able to go out and come in: and the Lord has said to me, You are not to go over Jordan."
Deuteronomy32,"Give ear, O ye heavens, and I will speak; and hear, O earth, the words of my mouth. My doctrine shall drop as the rain, my speech shall distil as the dew, as the small rain upon the tender herb, and as the showers upon the grass: Because I will publish the name of the Lord: ascribe ye greatness unto our God.","Give ear, O heavens, to my voice; let the earth take note of the words of my mouth: My teaching is dropping like rain, coming down like dew on the fields; like rain on the young grass and showers on the garden plants: For I will give honour to the name of the Lord: let our God be named great. He is the Rock, complete is his work; for all his ways are righteousness: a God without evil who keeps faith, true and upright is he."
Deuteronomy33,"And this is the blessing, wherewith Moses the man of God blessed the children of Israel before his death. And he said, The Lord came from Sinai, and rose up from Seir unto them; he shined forth from mount Paran, and he came with ten thousands of saints: from his right hand went a fiery law for them.","Now this is the blessing which Moses, the man of God, gave to the children of Israel before his death. He said, The Lord came from Sinai, dawning on them from Seir; shining out from Mount Paran, coming from Meribath Kadesh: from his right hand went flames of fire: his wrath made waste the peoples."
Deuteronomy34,"And Moses went up from the plains of Moab unto the mountain of Nebo, to the top of Pisgah, that is over against Jericho. And the Lord shewed him all the land of Gilead, unto Dan, And all Naphtali, and the land of Ephraim, and Manasseh, and all the land of Judah, unto the utmost sea, And the south, and the plain of the valley of Jericho, the city of palm trees, unto Zoar.","And Moses went up from the table-lands of Moab to Mount Nebo, to the top of Pisgah which is facing Jericho. And the Lord let him see all the land, the land of Gilead as far as Dan; And all Naphtali and the land of Ephraim and Manasseh, and all the land of Judah, as far as the Great Sea of the west; And the South, and the circle of the valley of Jericho, the town of palm-trees, as far as Zoar."
Deuteronomy4,"Now therefore hearken, O Israel, unto the statutes and unto the judgments, which I teach you, for to do them, that ye may live, and go in and possess the land which the Lord God of your fathers giveth you. Ye shall not add unto the word which I command you, neither shall ye diminish ought from it, that ye may keep the commandments of the Lord your God which I command you.","And now give ear, O Israel, to the laws and the decisions which I am teaching you, and do them; so that life may be yours, and you may go in and take for yourselves the land which the Lord, the God of your fathers, is giving you. Make no addition to the orders which I give you, and take nothing from them, but keep the orders of the Lord your God which I give you."
Deuteronomy5,"And Moses called all Israel, and said unto them, Hear, O Israel, the statutes and judgments which I speak in your ears this day, that ye may learn them, and keep, and do them. The Lord our God made a covenant with us in Horeb.","And Moses sent for all Israel, and said to them, Give ear, O Israel, to the laws and the decisions which I give you today, and give attention to them so that you may keep and do them. The Lord our God made an agreement with us in Horeb."
Deuteronomy6,"Now these are the commandments, the statutes, and the judgments, which the Lord your God commanded to teach you, that ye might do them in the land whither ye go to possess it: That thou mightest fear the Lord thy God, to keep all his statutes and his commandments, which I command thee, thou, and thy son, and thy son's son, all the days of thy life; and that thy days may be prolonged. Hear therefore, O Israel, and observe to do it; that it may be well with thee, and that ye may increase mightily, as the Lord God of thy fathers hath promised thee, in the land that floweth with milk and honey.","Now these are the orders and the laws and the decisions which the Lord your God gave me for your teaching, so that you might do them in the land of your heritage to which you are going: So that living in the fear of the Lord your God, you may keep all his laws and his orders, which I give you: you and your son and your son's son, all the days of your life; and so that your life may be long. So give ear, O Israel, and take care to do this; so that it may be well for you, and you may be greatly increased, as the Lord the God of your fathers has given you his word, in a land flowing with milk and honey."
Deuteronomy7,"When the Lord thy God shall bring thee into the land whither thou goest to possess it, and hath cast out many nations before thee, the Hittites, and the Girgashites, and the Amorites, and the Canaanites, and the Perizzites, and the Hivites, and the Jebusites, seven nations greater and mightier than thou; And when the Lord thy God shall deliver them before thee; thou shalt smite them, and utterly destroy them; thou shalt make no covenant with them, nor shew mercy unto them: Neither shalt thou make marriages with them; thy daughter thou shalt not give unto his son, nor his daughter shalt thou take unto thy son. For they will turn away thy son from following me, that they may serve other gods: so will the anger of the Lord be kindled against you, and destroy thee suddenly.","When the Lord your God takes you into the land where you are going, which is to be your heritage, and has sent out the nations before you, the Hittites and the Girgashites and the Amorites and the Canaanites and the Perizzites and the Hivites and the Jebusites, seven nations greater and stronger than you; And when the Lord has given them up into your hands and you have overcome them, give them up to complete destruction: make no agreement with them, and have no mercy on them: Do not take wives or husbands from among them; do not give your daughters to their sons, or take their daughters for your sons. For through them your sons will be turned from me to the worship of other gods: and the Lord will be moved to wrath against you and send destruction on you quickly."
Deuteronomy8,"All the commandments which I command thee this day shall ye observe to do, that ye may live, and multiply, and go in and possess the land which the Lord sware unto your fathers. And thou shalt remember all the way which the Lord thy God led thee these forty years in the wilderness, to humble thee, and to prove thee, to know what was in thine heart, whether thou wouldest keep his commandments, or no.","Take care to keep all the orders which I give you today, so that you may have life and be increased and go in and take as a heritage the land which the Lord, by his oath to your fathers, undertook to give you. And keep in mind the way by which the Lord your God has taken you through the waste land these forty years, so that he might make low your pride and put you to the test, to see what was in your heart and if you would keep his orders or not."
Deuteronomy9,"Hear, O Israel: Thou art to pass over Jordan this day, to go in to possess nations greater and mightier than thyself, cities great and fenced up to heaven, A people great and tall, the children of the Anakims, whom thou knowest, and of whom thou hast heard say, Who can stand before the children of Anak! Understand therefore this day, that the Lord thy God is he which goeth over before thee; as a consuming fire he shall destroy them, and he shall bring them down before thy face: so shalt thou drive them out, and destroy them quickly, as the Lord hath said unto thee.","Give ear, O Israel: today you are to go over Jordan, to take the heritage of nations greater and stronger than yourselves, and towns of great size with walls as high as heaven; A people great and tall, the sons of the Anakim, of whom you have knowledge and of whom it has been said, All are forced to give way before the sons of Anak. Be certain then today that it is the Lord your God who goes over before you like an all-burning fire; he will send destruction on them, crushing them before you; and you will send them in flight, putting an end to them quickly, as the Lord has said."
Ecclesiastes1,"The words of the Preacher, the son of David, king in Jerusalem. Vanity of vanities, saith the Preacher, vanity of vanities; all is vanity.","The words of the Preacher, the son of David, king in Jerusalem. All is to no purpose, said the Preacher, all the ways of man are to no purpose."
Ecclesiastes10,Dead flies cause the ointment of the apothecary to send forth a stinking savour: so doth a little folly him that is in reputation for wisdom and honour. A wise man's heart is at his right hand; but a fool's heart at his left.,Dead flies make the oil of the perfumer give out an evil smell; more valued is a little wisdom than the great glory of the foolish. The heart of the wise man goes in the right direction; but the heart of a foolish man in the wrong.
Ecclesiastes11,"Cast thy bread upon the waters: for thou shalt find it after many days. Give a portion to seven, and also to eight; for thou knowest not what evil shall be upon the earth.","Put out your bread on the face of the waters; for after a long time it will come back to you again. Give a part to seven or even to eight, because you have no knowledge of the evil which will be on the earth."
Ecclesiastes12,"Remember now thy Creator in the days of thy youth, while the evil days come not, nor the years draw nigh, when thou shalt say, I have no pleasure in them; While the sun, or the light, or the moon, or the stars, be not darkened, nor the clouds return after the rain: In the day when the keepers of the house shall tremble, and the strong men shall bow themselves, and the grinders cease because they are few, and those that look out of the windows be darkened, And the doors shall be shut in the streets, when the sound of the grinding is low, and he shall rise up at the voice of the bird, and all the daughters of musick shall be brought low; Also when they shall be afraid of that which is high, and fears shall be in the way, and the almond tree shall flourish, and the grasshopper shall be a burden, and desire shall fail: because man goeth to his long home, and the mourners go about the streets: Or ever the silver cord be loosed, or the golden bowl be broken, or the pitcher be broken at the fountain, or the wheel broken at the cistern. Then shall the dust return to the earth as it was: and the spirit shall return unto God who gave it.","Let your mind be turned to your Maker in the days of your strength, while the evil days come not, and the years are far away when you will say, I have no pleasure in them; While the sun, or the light, or the moon, or the stars, are not dark, and the clouds come not back after the rain; In the day when the keepers of the house are shaking for fear, and the strong men are bent down, and the women who were crushing the grain are at rest because their number is small, and those looking out of the windows are unable to see; When the doors are shut in the street, and the sound of the crushing is low, and the voice of the bird is soft, and the daughters of music will be made low; And he is in fear of that which is high, and danger is in the road, and the tree is white with flower, and the least thing is a weight, and desire is at an end, because man goes to his last resting-place, and those who are sorrowing are in the streets; Before ever the silver cord is cut, or the vessel of gold is broken, or the pot is broken at the fountain, or the wheel broken at the water-hole; And the dust goes back to the earth as it was, and the spirit goes back to God who gave it. All things are to no purpose, says the Preacher, all is to no purpose."
Ecclesiastes2,"I said in mine heart, Go to now, I will prove thee with mirth, therefore enjoy pleasure: and, behold, this also is vanity. I said of laughter, It is mad: and of mirth, What doeth it?","I said in my heart, I will give you joy for a test; so take your pleasure--but it was to no purpose. Of laughing I said, It is foolish; and of joy--What use is it?"
Ecclesiastes3,"To every thing there is a season, and a time to every purpose under the heaven: A time to be born, and a time to die; a time to plant, and a time to pluck up that which is planted; A time to kill, and a time to heal; a time to break down, and a time to build up; A time to weep, and a time to laugh; a time to mourn, and a time to dance; A time to cast away stones, and a time to gather stones together; a time to embrace, and a time to refrain from embracing; A time to get, and a time to lose; a time to keep, and a time to cast away; A time to rend, and a time to sew; a time to keep silence, and a time to speak; A time to love, and a time to hate; a time of war, and a time of peace. What profit hath he that worketh in that wherein he laboureth?","For everything there is a fixed time, and a time for every business under the sun. A time for birth and a time for death; a time for planting and a time for uprooting; A time to put to death and a time to make well; a time for pulling down and a time for building up; A time for weeping and a time for laughing; a time for sorrow and a time for dancing; A time to take stones away and a time to get stones together; a time for kissing and a time to keep from kissing; A time for search and a time for loss; a time to keep and a time to give away; A time for undoing and a time for stitching; a time for keeping quiet and a time for talk; A time for love and a time for hate; a time for war and a time for peace."
Ecclesiastes4,"So I returned, and considered all the oppressions that are done under the sun: and behold the tears of such as were oppressed, and they had no comforter; and on the side of their oppressors there was power; but they had no comforter. Wherefore I praised the dead which are already dead more than the living which are yet alive.","And again I saw all the cruel things which are done under the sun; there was the weeping of those who have evil done to them, and they had no comforter: and from the hands of the evil-doers there went out power, but they had no comforter. So my praise was for the dead who have gone to their death, more than for the living who still have life."
Ecclesiastes5,"Keep thy foot when thou goest to the house of God, and be more ready to hear, than to give the sacrifice of fools: for they consider not that they do evil. Be not rash with thy mouth, and let not thine heart be hasty to utter any thing before God: for God is in heaven, and thou upon earth: therefore let thy words be few.","Put your feet down with care when you go to the house of God, for it is better to give ear than to make the burned offerings of the foolish, whose knowledge is only of doing evil. Be not unwise with your mouth, and let not your heart be quick to say anything before God, because God is in heaven and you are on the earth--so let not the number of your words be great."
Ecclesiastes6,"There is an evil which I have seen under the sun, and it is common among men: A man to whom God hath given riches, wealth, and honour, so that he wanteth nothing for his soul of all that he desireth, yet God giveth him not power to eat thereof, but a stranger eateth it: this is vanity, and it is an evil disease. If a man beget an hundred children, and live many years, so that the days of his years be many, and his soul be not filled with good, and also that he have no burial; I say, that an untimely birth is better than he.","There is an evil which I have seen under the sun, and it is hard on men; A man to whom God gives money, wealth, and honour so that he has all his desires but God does not give him the power to have joy of it, and a strange man takes it. This is to no purpose and an evil disease."
Ecclesiastes7,"A good name is better than precious ointment; and the day of death than the day of one's birth. It is better to go to the house of mourning, than to go to the house of feasting: for that is the end of all men; and the living will lay it to his heart.","A good name is better than oil of great price, and the day of death than the day of birth. It is better to go to the house of weeping, than to go to the house of feasting; because that is the end of every man, and the living will take it to their hearts."
Ecclesiastes8,Who is as the wise man? and who knoweth the interpretation of a thing?,Who is like the wise man? and to whom is the sense of anything clear?
Ecclesiastes9,"For all this I considered in my heart even to declare all this, that the righteous, and the wise, and their works, are in the hand of God: no man knoweth either love or hatred by all that is before them. All things come alike to all: there is one event to the righteous, and to the wicked; to the good and to the clean, and to the unclean; to him that sacrificeth, and to him that sacrificeth not: as is the good, so is the sinner; and he that sweareth, as he that feareth an oath.","All this I took to heart, and my heart saw it all: that the upright and the wise and their works are in the hand of God; and men may not be certain if it will be love or hate; all is to no purpose before them. Because to all there is one event, to the upright man and to the evil, to the clean and to the unclean, to him who makes an offering and to him who makes no offering; as is the good so is the sinner; he who takes an oath is as he who has fear of it."
Ephesians1,"Paul, an apostle of Jesus Christ by the will of God, to the saints which are at Ephesus, and to the faithful in Christ Jesus: Grace be to you, and peace, from God our Father, and from the Lord Jesus Christ. Blessed be the God and Father of our Lord Jesus Christ, who hath blessed us with all spiritual blessings in heavenly places in Christ: According as he hath chosen us in him before the foundation of the world, that we should be holy and without blame before him in love: Having predestinated us unto the adoption of children by Jesus Christ to himself, according to the good pleasure of his will, To the praise of the glory of his grace, wherein he hath made us accepted in the beloved.","Paul, an Apostle of Christ Jesus by the purpose of God, to the saints who are at Ephesus, and those who have faith in Christ Jesus: Grace to you and peace from God our Father and the Lord Jesus Christ. Praise be to the God and Father of our Lord Jesus Christ, who has given us every blessing of the Spirit in the heavens in Christ: Even as he made selection of us in him from the first, so that we might be holy and free from all evil before him in love: As we were designed before by him for the position of sons to himself, through Jesus Christ, in the good pleasure of his purpose, To the praise of the glory of his grace, which he freely gave to us in the Loved One: In whom we have salvation through his blood, the forgiveness of our sins, through the wealth of his grace, Which he gave us in full measure in all wisdom and care; Having made clear to us the secret of his purpose, in agreement with the design which he had in mind, to put into his hands The ordering of the times when they are complete, so that all things might come to a head in Christ, the things in heaven and the things on the earth; in him, I say, In whom we have a heritage, being marked out from the first in his purpose who does all things in agreement with his designs; So that his glory might have praise through us who first had hope in Christ: In whom you, having been given the true word, the good news of your salvation, and through your faith in him, were given the sign of the Holy Spirit of hope, Which is the first-fruit of our heritage, till God gets back that which is his, to the praise of his glory."
Ephesians2,"And you hath he quickened, who were dead in trespasses and sins; Wherein in time past ye walked according to the course of this world, according to the prince of the power of the air, the spirit that now worketh in the children of disobedience: Among whom also we all had our conversation in times past in the lusts of our flesh, fulfilling the desires of the flesh and of the mind; and were by nature the children of wrath, even as others. But God, who is rich in mercy, for his great love wherewith he loved us, Even when we were dead in sins, hath quickened us together with Christ, (by grace ye are saved;) And hath raised us up together, and made us sit together in heavenly places in Christ Jesus: That in the ages to come he might shew the exceeding riches of his grace in his kindness toward us through Christ Jesus.","And to you did he give life, when you were dead through your wrongdoing and sins, In which you were living in the past, after the ways of this present world, doing the pleasure of the lord of the power of the air, the spirit who is now working in those who go against the purpose of God; Among whom we all at one time were living in the pleasures of our flesh, giving way to the desires of the flesh and of the mind, and the punishment of God was waiting for us even as for the rest. But God, being full of mercy, through the great love which he had for us, Even when we were dead through our sins, gave us life together with Christ (by grace you have salvation), So that we came back from death with him, and are seated with him in the heavens, in Christ Jesus; That in the time to come he might make clear the full wealth of his grace in his mercy to us in Christ Jesus: Because by grace you have salvation through faith; and that not of yourselves: it is given by God: Not by works, so that no man may take glory to himself."
Ephesians3,"For this cause I Paul, the prisoner of Jesus Christ for you Gentiles, If ye have heard of the dispensation of the grace of God which is given me to you-ward: How that by revelation he made known unto me the mystery; (as I wrote afore in few words, Whereby, when ye read, ye may understand my knowledge in the mystery of Christ) Which in other ages was not made known unto the sons of men, as it is now revealed unto his holy apostles and prophets by the Spirit; That the Gentiles should be fellowheirs, and of the same body, and partakers of his promise in Christ by the gospel: Whereof I was made a minister, according to the gift of the grace of God given unto me by the effectual working of his power. Unto me, who am less than the least of all saints, is this grace given, that I should preach among the Gentiles the unsearchable riches of Christ; And to make all men see what is the fellowship of the mystery, which from the beginning of the world hath been hid in God, who created all things by Jesus Christ: To the intent that now unto the principalities and powers in heavenly places might be known by the church the manifold wisdom of God, According to the eternal purpose which he purposed in Christ Jesus our Lord: In whom we have boldness and access with confidence by the faith of him.","For this cause I Paul, the prisoner of Christ Jesus for you Gentiles, If that ordering of the grace of God has come to your knowledge, which was given to me for you, How by revelation the secret was made clear to me, as I said before in a short letter, By the reading of which you will be clear about my knowledge of the secret of Christ; Which in other generations was not given to the sons of men, but the revelation of it has now been made to his holy Apostles and prophets in the Spirit; Which is that the Gentiles have a part in the heritage, and in the same body, and in the same hope in Christ through the good news, Of which I was made a preacher, through that grace of God which was given to me in the measure of the working of his power. To me, who am less than the least of all the saints, was this grace given, so that I might make clear to the Gentiles the good news of the unending wealth of Christ: And make all men see what is the ordering of the secret which from the first has been kept in God who made all things; So that now to the rulers and the authorities in the heavens might be made clear through the church the wide-shining wisdom of God, Which is seen in his eternal purpose in Christ Jesus our Lord: By whom we come near to God without fear through faith in him."
Ephesians4,"I therefore, the prisoner of the Lord, beseech you that ye walk worthy of the vocation wherewith ye are called, With all lowliness and meekness, with longsuffering, forbearing one another in love; Endeavouring to keep the unity of the Spirit in the bond of peace. There is one body, and one Spirit, even as ye are called in one hope of your calling; One Lord, one faith, one baptism, One God and Father of all, who is above all, and through all, and in you all.","I then, the prisoner in the Lord, make this request from my heart, that you will see that your behaviour is a credit to the position which God's purpose has given you, With all gentle and quiet behaviour, taking whatever comes, putting up with one another in love; Taking care to keep the harmony of the Spirit in the yoke of peace. There is one body and one Spirit, even as you have been marked out by God in the one hope of his purpose for you; One Lord, one faith, one baptism, One God and Father of all, who is over all, and through all, and in all."
Ephesians5,"Be ye therefore followers of God, as dear children; And walk in love, as Christ also hath loved us, and hath given himself for us an offering and a sacrifice to God for a sweetsmelling savour. But fornication, and all uncleanness, or covetousness, let it not be once named among you, as becometh saints; Neither filthiness, nor foolish talking, nor jesting, which are not convenient: but rather giving of thanks.","Let it then be your desire to be like God, as well-loved children; And be living in love, even as Christ had love for you, and gave himself up for us, an offering to God for a perfume of a sweet smell. But evil acts of the flesh and all unclean things, or desire for others' property, let it not even be named among you, as is right for saints; And let there be no low behaviour, or foolish talk, or words said in sport, which are not right, but in place of them the giving of praise."
Ephesians6,"Children, obey your parents in the Lord: for this is right. Honour thy father and mother; which is the first commandment with promise; That it may be well with thee, and thou mayest live long on the earth.","Children, do what is ordered by your fathers and mothers in the Lord: for this is right. Give honour to your father and mother (which is the first rule having a reward), So that all may be well for you, and your life may be long on the earth."
Esther1,"Now it came to pass in the days of Ahasuerus, (this is Ahasuerus which reigned, from India even unto Ethiopia, over an hundred and seven and twenty provinces:) That in those days, when the king Ahasuerus sat on the throne of his kingdom, which was in Shushan the palace, In the third year of his reign, he made a feast unto all his princes and his servants; the power of Persia and Media, the nobles and princes of the provinces, being before him: When he shewed the riches of his glorious kingdom and the honour of his excellent majesty many days, even an hundred and fourscore days. And when these days were expired, the king made a feast unto all the people that were present in Shushan the palace, both unto great and small, seven days, in the court of the garden of the king's palace; Where were white, green, and blue, hangings, fastened with cords of fine linen and purple to silver rings and pillars of marble: the beds were of gold and silver, upon a pavement of red, and blue, and white, and black, marble.","Now it came about in the days of Ahasuerus, (that Ahasuerus who was ruler of a hundred and twenty-seven divisions of the kingdom, from India as far as Ethiopia:) That in those days, when King Ahasuerus was ruling in Shushan, his strong town, In the third year of his rule he gave a feast to all his captains and his servants; and the captains of the army of Persia and Media, the great men and the rulers of the divisions of his kingdom, were present before him; And for a long time, even a hundred and eighty days, he let them see all the wealth and the glory of his kingdom and the great power and honour which were his. And at the end of that time, the king gave a feast for all the people who were present in Shushan, the king's town, small as well as great, for seven days, in the outer square of the garden of the king's house."
Esther10,"And the king Ahasuerus laid a tribute upon the land, and upon the isles of the sea. And all the acts of his power and of his might, and the declaration of the greatness of Mordecai, whereunto the king advanced him, are they not written in the book of the chronicles of the kings of Media and Persia?","And King Ahasuerus put a tax on the land and on the islands of the sea. And all his acts of power and his great strength and the full story of the high place which the king gave Mordecai, are they not recorded in the book of the history of the kings of Media and Persia?"
Esther2,"After these things, when the wrath of king Ahasuerus was appeased, he remembered Vashti, and what she had done, and what was decreed against her. Then said the king's servants that ministered unto him, Let there be fair young virgins sought for the king: And let the king appoint officers in all the provinces of his kingdom, that they may gather together all the fair young virgins unto Shushan the palace, to the house of the women, unto the custody of Hege the king's chamberlain, keeper of the women; and let their things for purification be given them: And let the maiden which pleaseth the king be queen instead of Vashti.","After these things, when the king's feelings were calmer, the thought of Vashti and what she had done and the order he had made against her, came back to his mind. Then the servants who were waiting on the king said to him, Let search be made for some fair young virgins for the king: Let the king give authority to certain men in all the divisions of his kingdom, to get together all the fair young virgins and send them to Shushan, the king's town, to the women's house, under the care of Hegai, the king's servant, the keeper of the women: and let the things needed for making them clean be given to them; And let the girl who is pleasing to the king be queen in place of Vashti."
Esther3,"After these things did king Ahasuerus promote Haman the son of Hammedatha the Agagite, and advanced him, and set his seat above all the princes that were with him. And all the king's servants, that were in the king's gate, bowed, and reverenced Haman: for the king had so commanded concerning him.","After these things, by the order of the king, Haman, the son of Hammedatha the Agagite, was lifted up and given a position of honour and a higher place than all the other captains who were with him. And all the king's servants who were in the king's house went down to the earth before Haman and gave him honour: for so the king had given orders."
Esther4,"When Mordecai perceived all that was done, Mordecai rent his clothes, and put on sackcloth with ashes, and went out into the midst of the city, and cried with a loud and a bitter cry; And came even before the king's gate: for none might enter into the king's gate clothed with sackcloth. And in every province, whithersoever the king's commandment and his decree came, there was great mourning among the Jews, and fasting, and weeping, and wailing; and many lay in sackcloth and ashes.","Now when Mordecai saw what was done, pulling off his robe, he put on haircloth, with dust on his head, and went out into the middle of the town, crying out with a loud and bitter cry. And he came even before the king's doorway; for no one might come inside the king's door clothed in haircloth."
Esther5,"Now it came to pass on the third day, that Esther put on her royal apparel, and stood in the inner court of the king's house, over against the king's house: and the king sat upon his royal throne in the royal house, over against the gate of the house. And it was so, when the king saw Esther the queen standing in the court, that she obtained favour in his sight: and the king held out to Esther the golden sceptre that was in his hand.","Now on the third day, Esther put on her queen's robes, and took her place in the inner room of the king's house, facing the king's house: and the king was seated on his high seat in the king's house, facing the doorway of the house. And when the king saw Esther the queen waiting in the inner room, looking kindly on her he put out the rod of gold in his hand to her."
Esther6,"On that night could not the king sleep, and he commanded to bring the book of records of the chronicles; and they were read before the king. And it was found written, that Mordecai had told of Bigthana and Teresh, two of the king's chamberlains, the keepers of the door, who sought to lay hand on the king Ahasuerus.","That night the king was unable to get any sleep; and he sent for the books of the records; and while some one was reading them to the king, It came out that it was recorded in the book how Mordecai had given word of the designs of Bigthana and Teresh, two of the king's servants, keepers of the door, by whom an attack on the king had been designed. And the king said, What honour and reward have been given to Mordecai for this?"
Esther7,"So the king and Haman came to banquet with Esther the queen. And the king said again unto Esther on the second day at the banquet of wine, What is thy petition, queen Esther?","So the king and Haman came to take wine with Esther the queen. And the king said to Esther again on the second day, while they were drinking, What is your prayer, Queen Esther?"
Esther8,On that day did the king Ahasuerus give the house of Haman the Jews' enemy unto Esther the queen. And Mordecai came before the king; for Esther had told what he was unto her.,"That day the king gave all the family of Haman, the hater of the Jews, to Esther the queen. And Mordecai came before the king, for Esther had made clear what he was to her."
